,train,val
134,100.0,58.333333333333336
135,99.58333333333333,63.333333333333336
136,100.0,60.0
137,100.0,63.333333333333336
138,99.58333333333333,63.333333333333336
139,100.0,65.0
140,99.58333333333333,63.333333333333336
141,100.0,63.333333333333336
142,100.0,63.333333333333336
143,100.0,61.666666666666664
144,100.0,61.666666666666664
145,98.75,60.0
146,100.0,63.333333333333336
147,100.0,61.666666666666664
148,100.0,63.333333333333336
149,100.0,61.666666666666664
150,99.58333333333333,61.666666666666664
151,100.0,61.666666666666664
152,100.0,61.666666666666664
153,100.0,61.666666666666664
154,100.0,61.666666666666664
155,100.0,60.0
156,100.0,60.0
157,99.58333333333333,63.333333333333336
158,100.0,61.666666666666664
159,100.0,63.333333333333336
160,100.0,63.333333333333336
161,100.0,61.666666666666664
162,100.0,63.333333333333336
163,100.0,68.33333333333333
164,100.0,65.0
165,100.0,63.333333333333336
166,100.0,65.0
167,100.0,61.666666666666664
168,100.0,61.666666666666664
169,100.0,58.333333333333336
170,100.0,61.666666666666664
171,100.0,60.0
172,100.0,61.666666666666664
173,100.0,61.666666666666664
174,100.0,60.0
175,100.0,63.333333333333336
176,100.0,60.0
177,100.0,60.0
178,100.0,60.0
179,100.0,63.333333333333336
180,100.0,60.0
181,100.0,60.0
182,100.0,60.0
183,100.0,61.666666666666664
184,100.0,63.333333333333336
185,100.0,63.333333333333336
186,100.0,60.0
187,100.0,61.666666666666664
188,100.0,60.0
189,100.0,60.0
190,100.0,61.666666666666664
191,100.0,65.0
192,100.0,63.333333333333336
193,100.0,61.666666666666664
194,100.0,63.333333333333336
195,100.0,63.333333333333336
196,100.0,63.333333333333336
197,100.0,63.333333333333336
198,100.0,61.666666666666664
199,100.0,60.0
